"EMPLOYEE_NO","START_DATE_DATE","START_DATE_TIME","END_DATE_DATE","END_DATE_TIME","AIR_FARE","OTHER_TRANSPORTATION","ACCOMMODATION","MEALS","INCIDENTALS","SUBTOTAL","HOSPITALITY","OTHER_EXPENSES","TOTAL","DESTINATION","MINISTRY","POSITION","PURPOSE"
"1318","20100621","00:00:00","20100622","00:00:00",347.79,0.00,160.29,0.00,0.00,508.08,0.00,0.00,508.08,"Ottawa, ON","Labour","Deputy Minister","Travel for Spring meeting of the Canadian Association Administrators of Labour L egislation"
"1323","20100621","00:00:00","20100623","00:00:00",502.05,211.00,343.48,13.76,0.00,1070.29,0.00,0.00,1070.29,"Halifax, NS","Community Safety and Correctional Services","Assistant Deputy Minister","Federal-Provincial-Territorial Justice Meeting"
"1331","20100621","00:00:00","20100621","00:00:00",0.00,36.00,0.00,0.00,0.00,36.00,0.00,0.00,36.00,"Mississauga, ON","Education","Staff to Minister","Local School Council Meeting in Peel"
"1334","20100621","00:00:00","20100625","00:00:00",1337.84,78.06,390.72,86.84,0.00,1893.46,0.00,0.00,1893.46,"Ottawa, Sudbury and Timmins, ON","Northern Development and Mines","Deputy Minister","Travel to attend Advance Leadership Program, visit Ministry office and stakehold er."
"1353","20100621","00:00:00","20100624","00:00:00",1310.15,63.00,492.00,31.28,0.00,1896.43,0.00,0.00,1896.43,"Toronto , ,Yellowknife, ON, AB","Community and Social Services","Staff to Minister","Attended the Federal, Provincial and Territorial Conference for Francophone Affa irs in Yellowknife"
"1360","20100621","00:00:00","20100621","00:00:00",0.00,12.25,0.00,7.66,0.00,19.91,0.00,0.00,19.91,"Renfrew, ON","Economic Development","Staff to Minister","Staffed Minister Pupatello at Deslaurier Announcement."
"1424","20100621","00:00:00","20100622","00:00:00",0.00,361.20,129.95,0.00,0.00,491.15,0.00,0.00,491.15,"Cornwall, ON","Health and Long Term Care","Assistant Deputy Minister","Attend the Association of Local Public Health Agencies Conference"
"1469","20100621","00:00:00","20100622","00:00:00",484.70,76.86,147.87,12.86,0.00,722.29,0.00,0.00,722.29,"Ottawa, ON","Labour","Assistant Deputy Minister","Travel for Meeting - Canadian Association of Administrators of Labour Legislatio n (CAALL)"
"1022","20100622","00:00:00","20100622","00:00:00",0.00,77.11,0.00,0.00,0.00,77.11,0.00,0.00,77.11,"Toronto, ON","Office of the Premier","Staff to Minister","Providing operational support to the Premier for his participation in the 25th c ommemoration of the Air India Bombing"
"1061","20100622","00:00:00","20100622","00:00:00",359.95,78.14,0.00,11.25,0.00,449.34,0.00,0.00,449.34,"Ottawa, ON","Agriculture, Food and Rural Affairs","Assistant Deputy Minister","Meetings with Agriculture and Agri-Food Canada"
"1278","20100622","00:00:00","20100623","00:00:00",1212.25,164.08,0.00,28.59,0.00,1404.92,0.00,0.00,1404.92,"Fort Frances, ON","Children and Youth Services","Assistant Deputy Minister","Travel to meet with stakeholders"
"1364","20100622","00:00:00","20100622","00:00:00",0.00,38.56,0.00,0.00,18.99,57.55,0.00,0.00,57.55,"Kitchener Waterlo, ON","Attorney General","Staff to Minister","Groundbreaking event"
"1013","20100623","00:00:00","20100624","00:00:00",0.00,45.99,0.00,0.00,6.66,52.65,0.00,0.00,52.65,"Toronto, ON","Office of the Premier","Staff to Minister","Provide Technical Support for Premier & Staff at Commemoration of the 25th Anniv ersary of Air India Bombing."
"1038","20100623","00:00:00","20100624","00:00:00",0.00,197.95,174.02,0.00,84.92,456.89,0.00,0.00,456.89,"Ottawa, ON","Energy and Infrastructure","Staff to Minister","Accompanied Minister at Ottawa Chamber of Commerce event."
"1082","20100623","00:00:00","20100623","00:00:00",0.00,89.13,0.00,0.00,20.00,109.13,0.00,0.00,109.13,"Kitchener, ON","Energy and Infrastructure","Staff to Minister","Attended MEI event"
"1111","20100623","00:00:00","20100624","00:00:00",328.72,0.00,174.02,0.00,0.00,502.74,0.00,0.00,502.74,"OTTAWA, ON","Energy and Infrastructure","Minister","Ottawa Chamber of Commerce Breakfast Event"
"1147","20100623","00:00:00","20100624","00:00:00",197.48,72.60,121.00,24.56,0.00,415.64,0.00,0.00,415.64,"Thunder Bay, ON","Northern Development and Mines","Staff to Minister","Media Interviews and Editorial Boards"
"1159","20100623","00:00:00","20100628","00:00:00",0.00,40.34,0.00,0.00,7.10,47.44,0.00,0.00,47.44,"Milton, On","Education","Staff to Minister","Attended Financial Literacy Working Group meeting in Milton"
"1366","20100623","00:00:00","20100624","00:00:00",1057.61,0.00,133.61,7.33,0.00,1198.55,0.00,0.00,1198.55,"Thunder Bay, ON","Economic Development","Minister","Travel to meet Local companies, Do Business Tour"
"1400","20100623","00:00:00","20100624","00:00:00",0.00,82.24,0.00,0.00,0.00,82.24,0.00,0.00,82.24,"York Region / City of Barrie, ON","Energy and Infrastructure","Assistant Deputy Minister","Car rentals to attend meetings in York Region and City of Barrie."
"1410","20100623","00:00:00","20100623","00:00:00",0.00,0.00,384.41,0.00,0.00,384.41,0.00,0.00,384.41,"Toronto,ON","Cabinet Office","Minister","Attended G8/20 event"
"1438","20100623","00:00:00","20100623","00:00:00",0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,25.00,"Toronto, ON","Health and Long Term Care","Assistant Deputy Minister","Business Meeting with Stakeholder"
"1456","20100623","00:00:00","20100624","00:00:00",864.41,70.00,154.00,21.40,0.00,1109.81,0.00,0.00,1109.81,"Thunder Bay, ON","Economic Development","Staff to Minister","Meeting with Media and business to discuss HST"
"1461","20100623","00:00:00","20100624","00:00:00",0.00,0.00,124.20,0.00,0.00,124.20,0.00,0.00,124.20,"Peterborough, ON","Natural Resources","Deputy Minister","Travel for Corporate Meetings, meals provided, government car used."
"1028","20100624","00:00:00","20100624","00:00:00",0.00,42.90,0.00,0.00,0.00,42.90,0.00,0.00,42.90,"Oakville, ON","Children and Youth Services","Staff to Parliamentary Assistant","Attended the Sexual Violence Against Women (SVAP) Consultation Meeting at the On tario Coalition of Rape Crisis Centres AGM"
"1118","20100624","00:00:00","20100624","00:00:00",0.00,20.00,0.00,0.00,0.00,20.00,0.00,0.00,20.00,"Toronto, ON","Energy and Infrastructure","Deputy Minister","Routine expenses related to the ministry's operations for the month of June."
"1412","20100624","00:00:00","20100628","00:00:00",0.00,92.90,0.00,11.82,0.00,104.72,0.00,0.00,104.72,"Toronto,Guelph, ON","Children and Youth Services","Staff to Minister","Stakeholder Meeting with Ontario coalition of Rape Crisis Centres(Toronto) and R egional Consultation Meeting (Guelph)."
"1449","20100624","00:00:00","20100624","00:00:00",0.00,181.20,0.00,0.00,0.00,181.20,0.00,0.00,181.20,"Oakville, ON","Children and Youth Services","Parliamentary Assistant","Attend th e Sexual Violence Against Women (SVAP) Consultation Meeting at the Ont ario Coalition of Rape Crisis Centres AGM"
"1467","20100624","00:00:00","20100624","00:00:00",0.00,41.60,0.00,0.00,0.00,41.60,0.00,0.00,41.60,"Fort Francis, ON","Aboriginal Affairs","Staff to Minister","Travel with Minister to All Chiefs of Ontario Conference, Couchiching First Nati on"
"1310","20100626","00:00:00","20100627","00:00:00",0.00,0.00,106.69,17.26,0.00,123.95,0.00,0.00,123.95,"Tilburry, Ancaster and Burford, ON","Agriculture, Food and Rural Affairs","Minister","Minister's Tour of Agricultural Sites in South West and Central Ontario"
"1340","20100626","00:00:00","20100627","00:00:00",0.00,0.00,1131.20,5.47,0.00,1136.67,0.00,0.00,1136.67,"Toronto, North Bay, ON","Cabinet Office","Staff to Minister","Accompanied Minister Smith at G8/G20 event and accompanied Minister in North Bay"
"1347","20100626","00:00:00","20100627","00:00:00",0.00,0.00,100.09,19.47,0.00,119.56,0.00,0.00,119.56,"Tilburry, Ancaster, Burford, ON","Agriculture, Food and Rural Affairs","Staff to Minister","Minister's Tour of Agricultural Sites in Southwestern and Central Ontario"
"1469","20100626","00:00:00","20100627","00:00:00",0.00,40.85,0.00,16.73,0.00,57.58,0.00,64.53,122.11,"North York, ON","Labour","Assistant Deputy Minister","Travel for Meetings"
"1116","20100627","00:00:00","20100627","00:00:00",0.00,0.00,100.09,0.00,0.00,100.09,0.00,0.00,100.09,"Tilburry, Ancaster and Burford, ON","Agriculture, Food and Rural Affairs","Staff to Minister","Tour of Agricultural Sites in South Western and Central Ontario"
"1146","20100627","00:00:00","20100628","00:00:00",0.00,185.01,0.00,0.00,16.50,201.51,0.00,0.00,201.51,"Kitchener, ON","Training, Colleges and Universities","Staff to Minister","Meeting with Minister in Kitchener re: Post Secondary Education Transformation"
"1152","20100627","00:00:00","20100630","00:00:00",197.97,121.00,242.00,140.35,0.00,701.32,0.00,0.00,701.32,"Thunder Bay, ON","Transportation","Assistant Deputy Minister","Regional Trip to Thunder Bay, Flight travel credit applied"
"1336","20100627","00:00:00","20100628","00:00:00",442.51,65.50,218.30,14.96,0.00,741.27,0.00,0.00,741.27,"Morell, PEI","Finance","Assistant Deputy Minister","Travel for the Federal Provincial Territorial Finance Minister's Meeting"
"1023","20100628","00:00:00","20100629","00:00:00",449.28,29.76,164.98,2.10,0.00,646.12,0.00,0.00,646.12,"Ottawa, ON","Environment","Deputy Minister","Travel to the Canadian Council of Ministers of the Environment Meeting"
"1028","20100628","00:00:00","20100628","00:00:00",0.00,63.60,0.00,9.32,0.00,72.92,0.00,0.00,72.92,"Guelph, ON","Children and Youth Services","Staff to Parliamentary Assistant","Travel to Guelph On to Support MPP Van Bommel as Chair of Regional Discussions t owards the Development of the Sexual Violence Action Plan for the Ontario Women' s Directorate"
"1084","20100628","00:00:00","20100629","00:00:00",371.99,77.00,146.90,15.36,0.00,611.25,0.00,0.00,611.25,"Ottawa, ON","Education","Deputy Minister","French-language Directors of Education Meeting"
"1101","20100628","00:00:00","20100628","00:00:00",526.46,167.00,0.00,31.38,0.00,724.84,0.00,0.00,724.84,"Montreal, QC","Finance","Assistant Deputy Minister","Attending International Symposium re Environmental Regulation, Innovation and Co mpetitiveness"
"1239","20100628","00:00:00","20100628","00:00:00",0.00,18.00,0.00,0.00,0.00,18.00,0.00,0.00,18.00,"Toronto, ON","Attorney General","Assistant Deputy Attorney General","Attended Law Foundation of Ontario Board meeting"
"1249","20100628","00:00:00","20100628","00:00:00",0.00,36.40,0.00,0.00,0.00,36.40,0.00,0.00,36.40,"Brampton, Puslinch, Dundas, Milton","Natural Resources","Staff to Minister","Support staff for Minister for her aggregates tour"
"1276","20100628","00:00:00","20100630","00:00:00",417.76,37.00,406.90,93.39,37.00,992.05,0.00,0.00,992.05,"Quebec City, Quebec","Research and Innovation","Staff to Minister","Provincial/Territorial Innovation Ministers' Conference In Quebec City"
"1325","20100628","00:00:00","20100628","00:00:00",0.00,59.60,0.00,0.00,0.00,59.60,0.00,0.00,59.60,"Guelph, ON","Economic Development","Assistant Deputy Minister","Travel for a stakeholder meeting"
"1386","20100628","00:00:00","20100630","00:00:00",566.98,0.00,523.18,37.50,0.00,1127.66,0.00,0.00,1127.66,"Quebec City, QC","Research and Innovation","Deputy Minister","Travel to attend Federal/Provincial/Territorial Innovation Minister's Conference"
"1440","20100628","00:00:00","20100628","00:00:00",0.00,0.00,0.00,0.00,0.00,0.00,50.20,0.00,50.20,"Toronto, ON","Education","Assistant Deputy Minister","Glendon College/York University Meeting"
"1440","20100628","00:00:00","20100629","00:00:00",646.35,75.00,146.90,16.00,0.00,884.25,0.00,0.00,884.25,"Ottawa, ON","Education","Assistant Deputy Minister","Discussion Meeting - Early Learning"
"1449","20100628","00:00:00","20100628","00:00:00",0.00,141.20,0.00,12.66,0.00,153.86,0.00,0.00,153.86,"Guelph, ON","Children and Youth Services","Parliamentary Assistant","Chair regional discussions towards the development of the Sexual Violenct Action Plan (SVAP) for the Ontario Women's Directorate"
"1135","20100629","00:00:00","20100630","00:00:00",592.85,116.00,103.40,28.75,0.00,841.00,0.00,0.00,841.00,"Windsor and Sarnia, ON","Environment","Assistant Deputy Minister","Annual visit with regional offices."
"1185","20100629","00:00:00","20100629","00:00:00",0.00,130.40,0.00,0.00,0.00,130.40,0.00,0.00,130.40,"Peterborough, ON","Agriculture, Food and Rural Affairs","Assistant Deputy Minister","Attend Agricultural Adaptation Council meeting"
"1185","20100629","00:00:00","20100629","00:00:00",0.00,28.00,0.00,7.90,0.00,35.90,0.00,0.00,35.90,"Toronto, ON","Agriculture, Food and Rural Affairs","Assistant Deputy Minister","Routine expenses related to travel for Ministry Operational Meetings during the month of June"
"1227","20100629","00:00:00","20100630","00:00:00",428.91,116.00,365.35,0.00,0.00,910.26,0.00,0.00,910.26,"New York, New York","Economic Development","Parliamentary Assistant","Renewable Energy Finance Forum Wall Street 2010"
"1230","20100629","00:00:00","20100629","00:00:00",0.00,21.00,174.02,25.00,0.00,220.02,0.00,0.00,220.02,"Ottawa, ON","Revenue","Assistant Deputy Minister","Travel for meetings with the Canada Revenue Agency"
"1257","20100629","00:00:00","20100629","00:00:00",0.00,0.00,0.00,20.00,0.00,20.00,0.00,0.00,20.00,"Bancroft, ON","Natural Resources","Staff to Minister","Staffed the Minister on her trip to Bancroft District"
"1308","20100629","00:00:00","20100630","00:00:00",309.37,0.00,225.55,0.00,0.00,534.92,0.00,0.00,534.92,"Quebec City, Quebec","Research and Innovation","Minister","Provincial/Territorial Innovation Ministers Conference in Quebec City at Le Chat eau Frontenac (Fairmont)"
"1330","20100629","00:00:00","20100629","00:00:00",549.85,98.00,0.00,0.00,0.00,647.85,0.00,0.00,647.85,"Ottawa, ON","Government Services","Chief Information Officer","Travel for Chief Information Officer Summit"
"1365","20100629","00:00:00","20100629","00:00:00",0.00,0.00,0.00,20.00,0.00,20.00,0.00,0.00,20.00,"Bancroft, ON","Natural Resources","Staff to Minister","Accompanied Minister for trip to Bancroft District Office"
"1003","20100630","00:00:00","20100630","00:00:00",0.00,50.51,0.00,9.17,0.00,59.68,0.00,0.00,59.68,"Kitchener, ON","Office of the Premier","Staff to Minister","Travelled to Kitchener to work on media plans for the Queen's visit. ( paid Car Rental charge for Michele Wong $25.25, paid Lunch charges for Michele Wong $4.58 )"
"1022","20100630","00:00:00","20100630","00:00:00",0.00,40.72,0.00,0.00,0.00,40.72,0.00,0.00,40.72,"Toronto, ON","Office of the Premier","Staff to Minister","Trip to Woodbine Racetrack for Premier's participation in the Queen's Plate"
"1074","20100630","00:00:00","20100630","00:00:00",0.00,0.00,0.00,0.00,172.92,172.92,0.00,0.00,172.92,"Guelph Norfolk County, ON","Energy and Infrastructure","Staff to Minister","Accompanied Minister at two media events"
"1103","20100630","00:00:00","20100630","00:00:00",0.00,52.20,0.00,0.00,0.00,52.20,0.00,0.00,52.20,"Toronto, ON","Community Safety and Correctional Services","Chief Information Officer","Travel for a stakeholder meeting"
"1111","20100630","00:00:00","20100630","00:00:00",0.00,0.00,0.00,11.25,0.00,11.25,0.00,0.00,11.25,"Norfolk County, ON","Energy and Infrastructure","Minister","Skypower Solar Farm Visit"
"1145","20100630","00:00:00","20100630","00:00:00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.50,22.50,"Toronto, ON","Cabinet Office","Deputy Minister","Meeting with OPS staff which included meals"
"1325","20100630","00:00:00","20100630","00:00:00",0.00,285.20,0.00,19.99,0.00,305.19,0.00,0.00,305.19,"Warren, MI, US","Economic Development","Assistant Deputy Minister","Travel to meeting with stakeholder"
"1453","20100630","00:00:00","20100630","00:00:00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.50,17.50,"Toronto, ON","Finance","Deputy Minister","Meeting with Ontario Public Service staff member"
"1467","20100630","00:00:00","20100914","00:00:00",0.00,339.20,0.00,27.35,0.00,366.55,0.00,0.00,366.55,"Ohsweken, ON","Aboriginal Affairs","Staff to Minister","Attended Economic Development roundtable meeting in Six Nations"
"1473","20100630","00:00:00","20100706","00:00:00",0.00,289.95,0.00,0.00,95.20,385.15,0.00,0.00,385.15,"Kitchener-Waterloo, ON","Office of the Premier","Staff to Minister","Premier hosts Queen during tour in Ontario - To provide operational support ( Pa id car rental charges $78.84 for Jennifer Beckermar, paid car rental charges $39 .42 for Bradly Hammond and paid car rental charges $39.42 for Kevin Fung)"
"1451","20100702","00:00:00","20100702","00:00:00",0.00,25.50,0.00,0.00,0.00,25.50,0.00,0.00,25.50,"Toronto, ON","Health Promotion","Staff to Minister","National Ethnic Press Canada Day Celebration - Supporting the Minister who was i nvited to represent the Government of Ontario"
"1187","20100703","00:00:00","20100716","00:00:00",0.00,523.86,1288.11,149.72,10.00,1971.69,0.00,0.00,1971.69,"Baltimore, MD, USA","Community Safety and Correctional Services","Deputy Minister","Attend the National Organization of Black Law Enforcement Executives Annual Trai ning Conference"
"1023","20100704","00:00:00","20100704","00:00:00",0.00,56.88,0.00,0.00,0.00,56.88,0.00,0.00,56.88,"Toronto, ON","Environment","Deputy Minister","Routine expenses related to the ministry's operations for the month of July."
"1090","20100704","00:00:00","20100729","00:00:00",0.00,15.00,123.17,0.00,0.00,138.17,0.00,0.00,138.17,"London, ON","Community Safety and Correctional Services","Commissioner - Community Safety","Routine expenses related to the ministry's operations for the month of July"
"1084","20100705","00:00:00","20100806","00:00:00",0.00,0.00,0.00,0.00,0.00,0.00,150.86,0.00,150.86,"Toronto, ON","Education","Deputy Minister","Hospitality meeting associated with Stakeholders."
"1209","20100705","00:00:00","20100726","00:00:00",0.00,150.40,0.00,0.00,0.00,150.40,0.00,0.00,150.40,"St. Catharines, ON","Transportation","Chief Information Officer","Operational Expenses for the month of July"
"1297","20100705","00:00:00","20100707","00:00:00",1468.14,81.00,0.00,0.00,0.00,1549.14,0.00,0.00,1549.14,"Ottawa - Toronto - Ottawa","Community and Social Services","Minister","Minister Meilleur flew from Ottawa to Toronto to attend various meetings"
"1308","20100705","00:00:00","20100705","00:00:00",0.00,0.00,0.00,0.00,0.00,0.00,66.93,0.00,66.93,"Toronto, ON","Training, Colleges and Universities","Minister","Business Meeting / Working Dinner"
"1352","20100705","00:00:00","20101001","00:00:00",443.32,643.32,798.91,84.98,0.00,1970.53,206.62,109.07,2286.22,"Ottawa, Toronto, ON","Tourism and Culture","Assistant Deputy Minister","Travel for tourism planning and operations meetings."
"1376","20100705","00:00:00","20100708","00:00:00",0.00,160.00,227.41,0.00,0.00,387.41,0.00,0.00,387.41,"Belleville, ON","Municipal Affairs and Housing","Assistant Deputy Minister","Regional Chief Administrative Officers and Hastings County meeting"
"1007","20100706","00:00:00","20100726","00:00:00",0.00,142.65,0.00,0.00,0.00,142.65,0.00,0.00,142.65,"Toronto, ON","Revenue","Assistant Deputy Minister","Routine expenses related to ministry's operations for the month of July"
"1010","20100706","00:00:00","20100708","00:00:00",1221.17,81.00,626.08,11.25,0.00,1939.50,0.00,0.00,1939.50,"Saskatoon, SK","Agriculture, Food and Rural Affairs","Assistant Deputy Minister","2010 Annual Conference of Federal-Provincial-Territorial Ministers and Deputy Mi nisters of Agriculture"
"1087","20100706","00:00:00","20101119","00:00:00",0.00,177.00,0.00,0.00,0.00,177.00,0.00,0.00,177.00,"Hamilton and Toronto, ON","Government Services","Assistant Deputy Minister","Routine expenses related to the Ministry's operations for the months of July, Se ptember and November."
"1107","20100706","00:00:00","20100707","00:00:00",607.88,112.00,157.07,0.00,0.00,876.95,0.00,0.00,876.95,"Fredericton, NB","Cabinet Office","Staff to Minister","Travel to the Federal-Provincial-Territorial meeting of Ministers Responsible fo r Seniors"
"1118","20100706","00:00:00","20100707","00:00:00",561.89,0.00,157.07,8.75,0.00,727.71,0.00,0.00,727.71,"Fredericton, NB","Tourism and Culture","Deputy Minister","Travel for Federal/Provincial/Territorial Ministers meetings"
"1152","20100706","00:00:00","20100831","00:00:00",0.00,0.00,0.00,142.25,0.00,142.25,0.00,0.00,142.25,"Toronto, ON, Downsview, ON, St. Thomas, ON","Transportation","Assistant Deputy Minister","Routine expenses related to Ministry's operations for the months of July and Aug ust"
"1185","20100706","00:00:00","20100728","00:00:00",0.00,343.20,0.00,0.00,0.00,343.20,0.00,54.67,397.87,"Toronto, ON","Agriculture, Food and Rural Affairs","Assistant Deputy Minister","Expenses related to travel for Ministry Operational Meetings and two Group Meals for the month of July"
"1256","20100706","00:00:00","20100723","00:00:00",0.00,148.75,0.00,42.01,0.00,190.76,0.00,25.00,215.76,"Toronto, ON","Natural Resources","Assistant Deputy Minister","Government Meetings"
"1266","20100706","00:00:00","20100708","00:00:00",787.80,84.00,408.40,30.72,0.00,1310.92,0.00,0.00,1310.92,"Saskatoon, SK","Agriculture, Food and Rural Affairs","Assistant Deputy Minister","2010 Annual Conference of Federal-Provincial-Terrirtorial Ministers and Deputy M inisters of Agriculture"
"1297","20100706","00:00:00","20100823","00:00:00",3326.24,93.00,101.69,47.28,0.00,3568.21,0.00,0.00,3568.21,"Ottawa-Toronto-Windsor","Community and Social Services","Minister","Minister Meilleur flew to Toronto and Windsor to attend various meetings and eve nts"
"1310","20100706","00:00:00","20100709","00:00:00",0.00,0.00,646.49,13.81,0.00,660.30,0.00,0.00,660.30,"Saskatoon, Sask.","Agriculture, Food and Rural Affairs","Minister","Ferderal-Provincial-Territorial Agriculture Minister's Conference"
"1351","20100706","00:00:00","20100707","00:00:00",636.23,56.00,157.07,0.00,0.00,849.30,0.00,0.00,849.30,"Fredericton, NB","Cabinet Office","Minister","Federal -Provincial-Territorial Meeting of Ministers Responsible for Seniors"
"1361","20100706","00:00:00","20100707","00:00:00",0.00,177.95,0.00,10.88,0.00,188.83,0.00,0.00,188.83,"London, ON","Community Safety and Correctional Services","Deputy Chief Coroner","Meeting with ministry staff in regional office"
"1417","20100706","00:00:00","20100708","00:00:00",0.00,76.84,420.21,0.00,0.00,497.05,0.00,0.00,497.05,"Saskatoon, Sask","Agriculture, Food and Rural Affairs","Staff to Minister","Accompanied Minister at teh Federal-Provincial-Territorial Agriculture Minister' s Conference"
"1420","20100706","00:00:00","20100709","00:00:00",788.55,60.00,577.90,14.75,0.00,1441.20,0.00,0.00,1441.20,"Saskatoon, SK","Agriculture, Food and Rural Affairs","Deputy Minister","Travel to 2010 Annual Conference of Federal/Provincial/Territorial Ministers and Deputy Ministers of Agriculture"
"1438","20100706","00:00:00","20100706","00:00:00",0.00,0.00,0.00,0.00,0.00,0.00,77.00,0.00,77.00,"Toronto, ON","Health and Long Term Care","Assistant Deputy Minister","Business meeting with Stakeholder."
"1048","20100707","00:00:00","20101027","00:00:00",0.00,80.76,0.00,22.50,0.00,103.26,0.00,0.00,103.26,"Toronto, ON","Community Safety and Correctional Services","Fire Marshal of Ontario","Routine expenses related to the ministry's operations"
"1055","20100707","00:00:00","20100707","00:00:00",0.00,3.00,0.00,10.91,0.00,13.91,0.00,0.00,13.91,"Ohsweken, ON","Aboriginal Affairs","Assistant Deputy Minister","Travel to attend Stakeholders meeting"
"1126","20100707","00:00:00","20100827","00:00:00",0.00,118.80,0.00,0.00,0.00,118.80,0.00,0.00,118.80,"Toronto, ON","Transportation","Assistant Deputy Minister","Routine expenses related to the ministry's operation for the month of July and A ugust"
"1139","20100707","00:00:00","20100709","00:00:00",0.00,67.20,0.00,0.00,0.00,67.20,0.00,0.00,67.20,"Toronto, ON","Education","Assistant Deputy Minister","Business Meetings"
"1180","20100707","00:00:00","20100914","00:00:00",0.00,155.60,0.00,0.00,0.00,155.60,0.00,0.00,155.60,"Toronto, ON ,Whitby, ON","Revenue","Assistant Deputy Minister","Routine expenses related to ministry's operations for the months of July, August and September."
"1315","20100707","00:00:00","20100707","00:00:00",0.00,105.60,0.00,0.00,0.00,105.60,0.00,0.00,105.60,"Peterbrough, ON","Research and Innovation","Parliamentary Assistant","Tour of the Canada Wide-Science Fair"
"1370","20100707","00:00:00","20100707","00:00:00",0.00,0.00,0.00,20.33,0.00,20.33,0.00,0.00,20.33,"Toronto / Kitchener, ON","Training, Colleges and Universities","Staff to Minister","Driving Minister Milloy home at the end of day"
"1389","20100707","00:00:00","20100811","00:00:00",0.00,332.40,0.00,0.00,0.00,332.40,0.00,0.00,332.40,"Oshawa, Ohsweken, Brantford, ON","Revenue","Assistant Deputy Minister","Routine expenses related to MInistry operations for the month of July and August"
"1422","20100707","00:00:00","20100707","00:00:00",0.00,0.00,0.00,0.00,0.00,0.00,67.04,0.00,67.04,"Toronto, ON","Office of the Premier","Staff to Minister","Hospitality"
"1423","20100707","00:00:00","20100707","00:00:00",0.00,0.00,0.00,0.00,0.00,0.00,38.34,0.00,38.34,"Toronto, ON","Aboriginal Affairs","Deputy Minister","Meeting with Stakeholder. Includes 1 hospitality event"
"1433","20100707","00:00:00","20100730","00:00:00",0.00,723.54,0.00,0.00,0.00,723.54,0.00,0.00,723.54,"Toronto, ON","Health and Long Term Care","Chief Information Officer","Routine travel for Ministry Operations for July 2010"
"1443","20100707","00:00:00","20100909","00:00:00",397.82,337.75,348.16,52.72,59.00,1195.45,0.00,0.00,1195.45,"Toronto, ON","Northern Development and Mines","Assistant Deputy Minister","Executive Committee Meeting/Stakeholder Meeting/Tenure Meeting"
"1459","20100707","00:00:00","20100707","00:00:00",0.00,68.01,0.00,0.00,0.00,68.01,0.00,0.00,68.01,"Brantford, ON","Economic Development","Assistant Deputy Minister","Attended meeting with stakeholders"
"1037","20100708","00:00:00","20100721","00:00:00",1360.20,374.43,2968.85,382.55,74.41,5160.44,0.00,0.00,5160.44,"Brussels, Belgium","Economic Development","Assistant Deputy Minister","Attend 4th Round Canada/EU Comprehensive Economic Trade Agreement"
"1084","20100708","00:00:00","20100711","00:00:00",642.98,77.00,703.08,40.00,0.00,1463.06,0.00,0.00,1463.06,"Quebec, QC","Education","Deputy Minister","Canadian Association of School Administrators Annual Conference."
"1133","20100708","00:00:00","20100730","00:00:00",1041.23,72.00,339.00,0.00,0.00,1452.23,0.00,0.00,1452.23,"Toronto, ON","Office of the Premier","Staff to Minister","Travel for briefings and meetings; issues management and communications"
"1158","20100708","00:00:00","20100708","00:00:00",0.00,0.00,0.00,33.90,0.00,33.90,0.00,0.00,33.90,"Toronto, ON","Northern Development and Mines","Minister","Lunch Meeting with Stakeholder"
"1185","20100708","00:00:00","20100709","00:00:00",0.00,128.80,230.41,10.90,0.00,370.11,0.00,0.00,370.11,"Port Severn, ON","Agriculture, Food and Rural Affairs","Assistant Deputy Minister","Municipal Chief Administrative Officer Meeting"
"1208","20100708","00:00:00","20100721","00:00:00",0.00,92.00,339.00,9.01,0.00,440.01,0.00,0.00,440.01,"Toronto, ON","Northern Development and Mines","Assistant Deputy Minister","Stakeholder meetings."
"1232","20100708","00:00:00","20100708","00:00:00",0.00,160.46,0.00,0.00,0.00,160.46,0.00,0.00,160.46,"Kingston, ON","Community Safety and Correctional Services","Deputy Chief Coroner","Travel to attend a stakeholder meeting."
"1247","20100708","00:00:00","20100709","00:00:00",0.00,0.00,266.40,0.00,0.00,266.40,0.00,0.00,266.40,"Port Severn, ON","Energy and Infrastructure","Deputy Minister","Travel to attend Regional and Single Tiers Chief Administrators Conference."
"1284","20100708","00:00:00","20100709","00:00:00",0.00,0.00,266.40,9.65,0.00,276.05,0.00,0.00,276.05,"Port Severn, ON","Transportation","Deputy Minister","Travel for meeting with Regional and Single Tier Chief Administrative Officers o f Ontario"
"1325","20100708","00:00:00","20100708","00:00:00",1833.12,93.42,0.00,0.00,0.00,1926.54,0.00,0.00,1926.54,"Washington, DC, U.S.A.","Economic Development","Assistant Deputy Minister","Travel for international meeting on Ontario auto sector"
"1434","20100708","00:00:00","20100709","00:00:00",0.00,0.00,227.41,0.00,0.00,227.41,0.00,0.00,227.41,"Port Severn, ON","Municipal Affairs and Housing","Assistant Deputy Minister","Travel to attend Chief Administrative Officer Meeting"
